collection_year_start	collection_month_start	collection_day_start	collection_year_end	collection_month_end	collection_day_end	Date_Collected	Collection_era	Collector	Species_verified	Physical_location_of_lot	check_location?	Freezer_Location	Box_ID	Bottles	Storage_solution	Type_of_Study	ODU_collection_catalog_number	Lot_ID	Individuals	Size-USNM_(mm)	size_direct_observation_(mm)	Species_valid_name_majority	Collection_site	Site_ID	Match_ID	latitude	longitude	Lot_status	Priority	project_owner	Notes	Collection_status	Duplicate_count	LatitudeN	LongitudeE
2022	8	19	2022	8	19	44792	Contemporary	Abner_Eric	Abner_Eric	SUML	NA	NA	NA	1	DESS	PIRE	PAL-2022_01_14	Pal-2022-01_14	21	NA	NA	Engyprosopon_mogkii?	Narra, Palawan	Nar	Narr	NA	NA	to_collect_more	NA	NA	check ID	to_collect_more	NA	NA	NA
1908	7	12	1908	7	12	3116	Albatross	Albatross	TO_ID	ODU	Y	NA	NA	2	EtOH	PIRE	NA	191979	32	NA	NA	Equulites_laterofenestra	Jamelo_Cove	Ham	HamC	14.1810585	120.604616	sent_to_TAMUCC	2	Rene_(and_Eric?_&_Brendan_Reid)	This is a mix of Equulites leuciscus and Equulites laterofenestra (Rene Clark, Slack, 2023 November)	collected_full	100	NA	NA
2022	8	11	2022	8	11	44784	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_04_05	Pal-2022-04_05	19	NA	NA	Equulites_laterofenestra	Malampaya, Palawan	Mal	Mala	NA	NA	to_collect_more	NA	NA	collected by fishermen of Pancol	to_collect_more	NA	NA	NA
1909	4	1	1909	4	1	3379	Albatross	Albatross	Kent_5/20/22	ODU	Y	NA	NA	1	EtOH	PIRE	NA	191976	50	NA	26-80	Equulites_laterofenestra	Mantaguin_Bay	Mnt	Mant	9.2263186	118.423605	subsampled	1	Eric_Garcia	Label=E.leuciscusKeys_out_to_L._laterofenestra._Needs_to_be_confirmed_by_an_expert._Subsampled_4;_extracted_4._New_lot._To_determine_priority._Sizes_vary_from_small(~26mm)_to_large(~80mm),_but_in_general,_most_are_medium_sized_and_enough_tissue_can_be_taken.	Collection_status	NA	NA	NA
2022	8	6	2022	8	6	44779	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	PIRE	PAL-2022_01_06	Pal-2022-01_07	95	NA	NA	Equulites_laterofenestra	Narra, Palawan	Nar	Narr	NA	NA	collected	NA	NA	NA	collected	NA	NA	NA
1908	7	31	1908	7	31	3135	Albatross	Albatross	NA	USNM	NA	NA	NA	NA	EtOH	PIRE	NA	191983	103	28	NA	Equulites_leuciscus	Cavite	Cav	NA	14.4850479	120.911622	to_collect	3	NA	NA	to_collect	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	to_ID	USNM	NA	NA	NA	NA	EtOH	PIRE	NA	191984	23	NA	NA	Equulites_leuciscus	Nakoda_Bay	Nak	NA	9.291119	117.958053	to_collect	3	NA	NA	to_collect	NA	NA	NA
2022	8	6	2022	8	6	44779	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022-01_07	Pal-2022-01_06	86	NA	NA	Equulites_leuciscus	Narra, Palawan	Nar	Narr	NA	NA	collected	NA	NA	NA	collected	NA	NA	NA
2018	11	8	2018	11	8	43412	Contemporary	Kent	Kent_Ivan. SEE NOTES	ODU	Check_subsampled	1.2.2.1	21	1	EtOH	PIRE	Bat-2018-003_(003)	Bat-2018-003_003	100	NA	NA	Equulites_leuciscus	Nasugbu	Nas	HamC	NA	NA	Lib_Prep2	1	Rene_(and_Eric?_&_Brendan_Reid)	aka_Leiognathus_equula (Disregard this?)._Hamilo_cove. ID uncertain	NA	32	NA	NA
1909	7	26	1909	7	26	3495	Albatross	Albatross	seeNotes_Kent_5/19/22	ODU	Y	NA	NA	1	EtOH	PIRE	NA	191982	56	NA	34-60	Equulites_leuciscus?	Abuyog	Bit	Bito	10.7494705	125.015128	to_collect	1	Eric_Garcia	ID could not be confirmed by Kent	to_collect	0	NA	NA
2022	8	14	2022	8	14	44787	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_03_04	Pal-2022-03_04	100	NA	NA	Eubleekeria_splendens	Malampaya, Palawan	Mal	Mala	NA	NA	collected	NA	NA	from New Guinlo fish landing but collected at Alancalian paraguay	collected	NA	NA	NA
2022	8	7	2022	8	7	44780	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	PIRE	PAL-2022-01_12	Pal-2022-01_12	77	NA	NA	Eubleekeria_splendens	Narra, Palawan	Nar	Narr	NA	NA	collected	NA	NA	NA	collected	NA	NA	NA
2023	2	1	2023	2	1	44958	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	1	DESS	Connectivity	Cor-2023_04_01	Cor-2023-04_01	97	NA	NA	Fibramia thermalis	Tagumpay, Coron	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	8	15	2022	8	15	44788	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_05_04	Pal-2022-05_04	10	NA	NA	Fibramia_ceramensis	Malampaya, Palawan	Mal	Mala	NA	NA	to_collect_more	NA	NA	collected by fishermen of Liminangcong	to_collect_more	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	Kent_Jem_on_03/21/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	169600	53	54	31-81_most_mid-large	Fibramia_ceramensis	Port_Busin	Bus	Buri	13.12921	122.97338	collected	1	NA	NOTE_FOR_FIELD_COLLECTION:_Could_be_Fibramia_ceramensis_instead_of_F._thermalis._Obvious_black_spot_behind_eye_on_specimens._Ensure_that_specimens_have_spot_behind_eye.	collected	NA	NA	NA
2022	4	18	2022	4	18	44669	Contemporary	Kent, Abner et al.	Kent 5/16/22	ODU	NA	NA	NA	1	DESS	NA	MAS-2022-02_05	Mas-2022-02_05	41	NA	NA	Fibramia_ceramensis	Port_Busin	Bur	NA	13.1258247	122.975714	pending	NA	NA	See_note_on_albatross_duplicate	NA	NA	NA	NA
2022	4	18	2022	4	18	44669	Contemporary	Kent, Abner et al.	Kent 5/16/22	ODU	NA	NA	NA	1	DESS	NA	MAS-2022-02_06	Mas-2022-02_06	86	NA	NA	Fibramia_ceramensis	Port_Busin	Bur	NA	13.1258247	122.975714	pending	NA	NA	See_note_on_albatross_duplicate	NA	NA	NA	NA
2022	8	4	2022	8	4	44777	Contemporary	Jem_&_Chandy	JGB & CJ	ODU	NA	NA	NA	1	DESS	PIRE	COR-2022-01_001	Cor-2022-01_001	101	NA	NA	Fibramia_lateralis	Barangay_Tagumpay	Cor	Lina	NA	NA	NA	NA	NA	ID_cannot_be_confirmed_because_there_are_differing_notes_from_Allen_&_Erdmann_2012_and_Kuiter_&_Kozawa_2019._If_this_match_will_be_used,_make_sure_to_check_169599_and_barcode.	NA	NA	NA	NA
2022	8	11	2022	8	11	44784	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_04_04	Pal-2022-04_04	21	NA	NA	Fibramia_lateralis	Malampaya, Palawan	Mal	Mala	NA	NA	to_collect_more	NA	NA	collected by fishermen of Pancol	to_collect_more	NA	NA	NA
2021	10	13	2021	10	13	44482	Contemporary	Abner_Akkil_Argamar	Abner	SUML	NA	NA	NA	NA	DESS	PIRE	Sul-2021-04_01	Sul-2021-04_01	110	NA	NA	Fibramia_thermalis	Bongao_Channel	Tat	Tawi	5.0345263	119.744525	pending	NA	NA	Stored_in_DESS,_Lot_ID_139964_found_under_Lot_ID,_the_erroneus_Lot_ID_was_deleted_and_replaced_with_correct_Contemporary_Lot_ID	NA	NA	NA	NA
1909	9	14	1909	9	14	3545	Albatross	Albatross	Kent-EG_5/18/22	ODU	Y	NA	NA	1	EtOH	PIRE	NA	171245	73	NA	30-51	Fibramia_thermalis	Gumila_Reef	Ton	Tonq	6.0630193	121.873999	to_collect	2	Eric_Garcia	NA	to_collect	NA	NA	NA
2019	3	25	2019	3	25	43549	Contemporary	Kent	Kent_Ivan	ODU	Check_refrigerator	NA	NA	1	EtOH	Connectivity	41	Bat-2019-010_018	100	NA	NA	Fibramia_thermalis	Jamilo_Cove	Ham	Connectivity	NA	NA	pending	4	NA	NA	NA	Connectivity	NA	NA
2019	3	24	2019	3	24	43548	Contemporary	Kent	Kent_Ivan	ODU	Check_refrigerator	NA	NA	1	EtOH	Connectivity	Bat-2019-009_(013)	Bat-2019-009_013	9	NA	NA	Fibramia_thermalis	Jamilo_Cove	Ham	Connectivity	NA	NA	pending	4	NA	NA	NA	Connectivity	NA	NA
2021	12	12	2021	12	12	44542	Contemporary	Abner	Abner	NA	NA	NA	NA	1	DESS	Connectivity	Jol_03_03	Jol-2021-03_03	10	NA	NA	Fibramia_thermalis	Jolo	Jol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2022	12	10	2022	12	10	44905	Contemporary	Abner_Kent	Abner_Kent	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_06_03	Pal-2022-06_03	23	NA	NA	Fibramia_thermalis	Malampaya, Palawan	Mal	Mala	NA	NA	collected	NA	NA	collected by fishermen of Liminangcong	collected	NA	NA	NA
2022	8	16	2022	8	16	44789	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_03_06	Pal-2022-03_06	100	NA	NA	Fibramia_thermalis	Malampaya, Palawan	Mal	Mala	NA	NA	collected	NA	NA	from New Guinlo fish landing but collected at Alancalian paraguay	collected	NA	NA	NA
2022	8	15	2022	8	15	44788	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_05_03	PAL-2022-05_03	56	NA	NA	Fibramia_thermalis	Malampaya, Palawan	Mal	Mala	NA	NA	collected	NA	NA	collected by fishermen of Liminangcong	collected	NA	NA	NA
2019	5	2	2019	5	2	43587	Contemporary	Kent	Kent	ODU	Check_refrigerator	NA	NA	1	EtOH	Connectivity	Zam-2019-06_(021)	Zam-2019-006_021	100	NA	NA	Fibramia_thermalis	Masinloc_Bay_South_Poblacion	Mvi	Connectivity	NA	NA	pending	4	NA	NA	NA	Connectivity	NA	NA
2021	11	6	2021	11	6	44506	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	Connectivity	Boh-2021-02_02	Boh-2021-02_02	25	NA	NA	Fibramia_thermalis	Pandanon_Id	Pnd	NA	10.1727237	124.078053	pending	0	John_Whalen	NA	NA	NA	NA	NA
2022	4	18	2022	4	18	44669	Contemporary	Kent, Abner et al.	Kent 5/16/22	ODU	NA	NA	NA	1	DESS	NA	MAS-2022-02_04	MAS-2022-02_04	84	NA	NA	Fibramia_thermalis	Port_Busin	Bur	NA	13.1258247	122.975714	pending	NA	NA	See_note_on_albatross_duplicate	NA	NA	NA	NA
1908	2	20	1908	2	20	2973	Albatross	Albatross	KEC_3/22/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	171243	30	15	23-31_most_mid-large	Fibramia_thermalis	Tataan_Pass_Anchorage	Tat	Tawi	5.0345263	119.744525	see_notes	NA	NA	KEC_confirms_F._thermalis_ID._Specimens_very_fragile,_small_&_semi-transparent._Should_first_see_if_you_can_get_DNA_from_tissue._Correct_marking_so_try_to_see_if_viable_for_DNA_extraction.	see_notes	NA	NA	NA
2023	4	15	2023	4	15	45031	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	2	DESS	Connectivity	NA	SEM-2023-03_01	100	NA	NA	Fibramia_thermalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023	3	14	2023	3	14	44999	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	1	DESS	Connectivity	NA	SIP-2023-01_03	51	NA	NA	Fibramia_thermalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	6	3	1908	6	3	3077	Albatross	Albatross	MK_11/7/17_ID_ok	USNM	NA	NA	NA	NA	EtOH	PIRE	NA	137375	54	121	NA	Fistularia_petimba	Mansalay_Bay	Man	NA	12.5161008	121.440651	NA	NA	NA	NA	NA	NA	NA	NA
2022	11	8	2022	11	8	44873	Contemporary	Kent_Abner	Kent_Abner	ODU	NA	NA	NA	1	DESS	NA	LEY-2022_02_01	LEY-2022_02_01	51	NA	NA	Gazza minuta	Abuyog, Leyte	NA	NA	10.7544776	125.015892	collected	NA	NA	NA	NA	NA	NA	NA
2023	1	31	2023	1	31	44957	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	2	DESS	Connectivity	Cor-2023_03_02	Cor-2023-03_02	100	NA	NA	Gazza minuta	Coron Fish Market	NA	NA	NA	NA	NA	NA	NA	already collected in 2022 (backup only)	NA	NA	NA	NA
2023	2	23	2023	2	23	44980	Contemporary	KEC_AB_Ting	Kent_Abner	ODU	NA	NA	NA	2	DESS	Connectivity	MTI-2023_04_01	MTI-2023_04_01	100	NA	NA	Gazza minuta	Mati Fish Market	Mti	Mati	6.9571395	126.206693	collected	NA	NA	NA	NA	NA	NA	NA
2023	6	2	2023	6	2	45079	Contemporary	KEC_AB	NA	ODU	NA	NA	NA	1	DESS	NA	BAI-2023-01_04	BAI-2023-01_04	41	NA	NA	Gazza_minuta	Bais, Negros Or.	NA	NA	NA	NA	collected	NA	NA	NA	NA	NA	NA	NA
1909	6	15	1909	6	15	3454	Albatross	Albatross	None	ODU	Y	NA	NA	1	EtOH	PIRE	NA	191921	25	NA	NA	Gazza_minuta	Basud_River	Bas	Basu	14.1165081	123.014961	sent_to_TAMUCC	3	Eric_Garcia	191921_and_191930_are_from_the_same_site_and_will_be_processed_together_as_one_plate	collected_full	106	NA	NA
1909	6	13	1909	6	13	3452	Albatross	Albatross	Maddy	ODU	Check_subsampled	NA	NA	?	EtOH	PIRE	NA	191930	36	NA	NA	Gazza_minuta	Basud_River	Bas	Basu	14.1165081	123.014961	sent_to_TAMUCC	3	Eric_Garcia	191921_and_191930_are_from_the_same_site_and_will_be_processed_together_as_one_plate	collected_full	106	NA	NA
2022	8	7	2022	8	7	44780	Contemporary	Jem_&_Chandy	JGB & CJ	ODU	NA	NA	NA	2	DESS	Connectivity	COR-2022-02_005	COR-2022-02_005	92	NA	NA	Gazza_minuta	Coron_Public_Market	Cor	?	NA	NA	NA	NA	NA	2_whole_specimens,_90_tails.	NA	NA	NA	NA
2022	7	22	2022	7	22	44764	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	PIRE	Bol-2022-01_01	Bol-2022-01_01	93	NA	80	Gazza_minuta	Dagugan_Public_Market	Dag	Dagu	16.074022	120.327416	see_notes	2	Eric Garcia	replicates 191926	NA	126	NA	NA
NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	KEC_10/25/18_MK_10/26/17_ID_ok	NA	NA	NA	NA	1	EtOH	PIRE	NA	191926	126	50	NA	Gazza_minuta	Dagupan	Dag	NA	16.074022	120.327416	collected	3	NA	NA	to_collect	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	Albatross	Albatross	to_ID	USNM	NA	NA	NA	NA	EtOH	PIRE	NA	191924	21	NA	NA	Gazza_minuta	Endeavor_Strait	End	Mala	10.9551086	119.305553	to_collect	3	NA	NA	to_collect	NA	NA	NA
1908	7	12	1908	7	12	3116	Albatross	Albatross	Kent_Maddy	ODU	Y	NA	NA	2	EtOH	PIRE	NA	191914	216	NA	21-23	Gazza_minuta	Jamelo_Cove	Ham	HamC	14.1779794	120.599424	extracted	2	Rene_(and_Eric?_&_Brendan)	NA	collected_full	141	NA	NA
2018	11	9	2018	11	9	43413	Contemporary	Kent	Kent_Ivan	ODU	Check_subsampled	NA	NA	1	EtOH	PIRE	Bat-2018-005_(007)	Bat-2018-005_007	91	NA	NA	Gazza_minuta	Jamelo_Cove	Bat	HamC	14.1779794	120.599424	Lib_Prep2	1	Rene_(and_Eric?_&_Brendan)	001-080	NA	216	NA	NA
2018	11	8	2018	11	8	43412	Contemporary	Kent	Kent_Ivan	ODU	Check_subsampled	NA	NA	1	EtOH	PIRE	Bat-2018-003_(004)	Bat-2018-003_004	35	NA	NA	Gazza_minuta	Jamelo_Cove	Bat	HamC	14.1779794	120.599424	Lib_Prep2	1	Rene_(and_Eric?_&_Brendan)	081-096	NA	216	NA	NA
2018	11	8	2018	11	8	43412	Contemporary	Kent	Kent_Ivan	ODU	Check_refrigerator	1.2.1.4	20	1	EtOH	PIRE	Bat-2018-001_(001)	Bat-2018-001_001	15	NA	NA	Gazza_minuta	Jamelo_Cove	Bat	HamC	14.1779794	120.599424	pending	0	Rene_(and_Eric?)	dont_sample._Where_are_the_USNM_lots?_Here_at_ODU?_already_enough_individuals_from_other_lots	NA	216	NA	NA
2019	7	6	2019	7	6	43652	Contemporary	Abner_John_Eric	Abner_John_Eric	ODU	Check_refrigerator	NA	NA	?	EtOH	Connectivity	Kal-2019-04_(005)	Kal-2019-004_005	86	NA	NA	Gazza_minuta	Kalibo_Public_Market	Kal	Connectivity	NA	NA	pending	4	Eric_Garcia	Vendor_confirmed_that_these_were_landed_in_Iloilo,_potentially_collected_from_Guimaras_Straight	NA	Connectivity	NA	NA
2019	4	30	2019	4	30	43585	Contemporary	Kent	Kent	ODU	Check_refrigerator	NA	NA	1	EtOH	Connectivity	Zam-2019-04_(014)	Zam-2019-004_014	51	NA	NA	Gazza_minuta	Masinloc_Public_Market	Mvi	Connectivity	NA	NA	pending	4	Eric_Garcia	NA	NA	Connectivity	NA	NA
2019	6	18	2019	6	18	43634	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_subsampled	1.2.4.4	32	1	EtOH	PIRE	Cam-2019-02_(002)	Cam-2019-002_002	35	NA	NA	Gazza_minuta	Mercedes_Fishing_Port	Bas	Basu	14.1165081	123.014961	sent_to_TAMUCC	3	Eric_Garcia	Cam-2019-002_002_(1-35)_is_combined_into_one_site_with_Cam-2019-003_004_(36-96_in_plate)	NA	61	NA	NA
2022	8	6	2022	8	6	44779	Contemporary	Abner_Eric	Abner_Eric	SUML	NA	NA	NA	1	DESS	Connectivity	PAL-2022-01_11	PAL-2022-01_11	57	NA	NA	Gazza_minuta	Narra, Palawan	Nar	Narr	NA	NA	collected	NA	NA	NA	collected	NA	NA	NA
2022	8	5	2022	8	5	44778	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_01_02	PAL-2022_01_02	80	NA	NA	Gazza_minuta	Narra, Palawan	Nar	Narr	NA	NA	collected	NA	NA	NA	collected	NA	NA	NA
2021	11	8	2021	11	8	44508	Contemporary	Kent	Kent	ODU	NA	NA	NA	1	DESS	Connectivity	Boh-2021-04_01	Boh-2021-04_01	48	NA	NA	Gazza_minuta	Pandanon_Id	Pnd	NA	10.1727237	124.078053	NA	NA	NA	NA	NA	NA	NA	NA
2019	6	18	2019	6	18	43634	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_subsampled	NA	NA	1	EtOH	PIRE	Cam-2019-03_(004)	Cam-2019-003_004	71	NA	NA	Gazza_minuta	Vinzons_Public_Market	Vin	Basu	14.1961168	122.935305	sent_to_TAMUCC	3	Eric_Garcia	Using_61_of_71_(36-96_in_plate)._Combined_with_Cam-2019-002_002_into_a_single_site.	NA	61	NA	NA
2023	4	28	2023	4	28	45044	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	1	DESS	Connectivity	NA	ZAM-2023-04_01	53	NA	NA	Gazza_minuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023	3	30	2023	3	30	45015	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	1	DESS	Connectivity	NA	ZAM-2023-02_02	55	NA	NA	Gazza_minuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023	3	14	2023	3	14	44999	Contemporary	KEC et al.	Kent_Abner	ODU	NA	NA	NA	2	DESS	Connectivity	NA	SIP-2023-01_01	100	NA	NA	Gazza_minuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2023	2	22	2023	2	22	44979	Contemporary	KEC_AB_Ting	Kent_Abner	ODU	NA	NA	NA	1	DESS	Connectivity	MTI-2023_03_02	MTI-2023_03_02	34	NA	NA	Gerres oyena	Tamisan, Pujada Bay	Tam	Mati	6.8342457	126.290507	collected	NA	NA	NA	NA	NA	NA	NA
1909	6	15	1909	6	15	3454	Albatross	Albatross	Kent_Jem_on_03/21/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	183266	20	NA	54-57	Gerres_macracanthus	Basud_River	Bas	Basu	14.1068289	123.012296	collected	1	Kyra	Confirmed_IDs.	collected_full	0	NA	NA
1908	4	15	1908	4	15	3028	Albatross	Albatross	Kent-EG_5/18/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	183272	34	NA	46-105	Gerres_macracanthus	Catbalogan	Cat	Catb	11.7734659	124.879118	collected	0	Kyra	NA	collected_full	117	NA	NA
2022	1	29	2022	1	30	1/29-30/2022	Contemporary	Abner	Abner	ODU	NA	NA	NA	bottle#02	DESS	PIRE	Sam_01_2022_06	Sam-2022-01_06	29	NA	NA	Gerres_macracanthus	Catbalogan	Cat	Catb	11.7734659	124.879118	collected	NA	NA	Pier_1_Fish_Market,_lat:11.773044,_long:124.879242	NA	34	NA	NA
2022	1	28	2022	1	30	1/28-30/2022	Contemporary	Abner	Abner	ODU	NA	NA	NA	bottle#01	DESS	PIRE	Sam_01_2022_05	Sam-2022-01_05	88	NA	NA	Gerres_macracanthus	Catbalogan	Cat	Catb	11.7734659	124.879118	collected	NA	NA	Pier_1_Fish_Market,_lat:11.773044,_long:124.879242	NA	34	NA	NA
1909	7	30	1909	7	30	3499	Albatross	Albatross	Kent_Jem_on_03/21/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	183270	15	NA	39-84	Gerres_macracanthus	Hinunangan_Bay	Hin	Hinu	10.399276	125.202656	to_collect	2	Kyra	Confirmed_IDs.	to_collect	0	NA	NA
2019	6	21	2019	6	21	43637	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Y	NA	NA	1	EtOH	PIRE	Cam-2019-09_(011)	Cam-2019-009_011	1	NA	NA	Gerres_macracanthus	Liboro_Market	Rag	RagR	NA	NA	subsampled	0	NA	NA	NA	NA	NA	NA
1909	4	1	1909	4	1	3379	Albatross	Albatross	Kent_Jem_on_03/21/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	183264	107	NA	27-69	Gerres_macracanthus	Mantaguin_Bay	Mnt	Mant	9.2263186	118.423605	to_collect	1	Kyra	Confirmed_IDs._Checked_10_of_106.	to_collect	0	NA	NA
1909	3	9	1909	3	9	3356	Albatross	Albatross	Kent_Jem_on_03/21/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	183271	16	NA	37-78	Gerres_macracanthus	Pasacao	Pas	RagR	13.4983004	123.056637	collected	1	Kyra	Confirmed_IDs._15_individuals_in_jar_instead_of_16._Didn't_get_enough_contemporary_duplicates_last_time_(only_8_individuals). Recount_confirms_16_individuals_in_jar_at_time_of_subsampling.	to_collect	NA	NA	NA
2019	6	25	2019	6	25	43641	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Y	NA	NA	bag	EtOH	PIRE	Cam-2019-17_(029)	Cam-2019-017_029	1	NA	NA	Gerres_macracanthus	Pasacao	Pas	RagR	NA	NA	subsampled	0	NA	Used_for_probe_development._Public_Market._Not_enough_to_warrant_returning_to_ODU	NA	NA	NA	NA
2019	6	22	2019	6	22	43638	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Y	NA	NA	1	EtOH	PIRE	Cam-2019-13_(019)	Cam-2019-013_019	7	NA	NA	Gerres_macracanthus	Pasacao	Pas	RagR	NA	NA	subsampled	0	NA	Used_for_probe_development._Not_enough_to_warrant_returning_to_ODU	NA	NA	NA	NA
2022	4	22	2022	4	22	44673	Contemporary	Kent, Abner et al.	Kent 5/16/22	ODU	NA	NA	NA	1	DESS	NA	RAG-2022-01_02	RAG-2022-01_02	60	NA	NA	Gerres_macracanthus	Ragay	Rag	RagR	13.8105766	122.72906	pending	NA	NA	caught by fish corral near Ragay River	NA	NA	NA	NA
2022	4	22	2022	4	22	44673	Contemporary	Kent, Abner et al.	Kent 5/16/22	ODU	NA	NA	NA	1	DESS	NA	RAG-2022-01_01	RAG-2022-01_01	51	NA	NA	Gerres_macracanthus	Ragay	Rag	RagR	13.8105766	122.72906	see_notes	NA	NA	caught by fish corral near Ragay River._8_extracted_for_probes	NA	NA	NA	NA
1909	3	10	1909	3	10	3357	Albatross	Albatross	Kent_Maddy_2018	ODU	Y	NA	NA	1	EtOH	PIRE	NA	183268	31	NA	50-75	Gerres_macracanthus	Ragay_River	Rag	RagR	13.8105766	122.72906	collected	1	Kyra	Confirmed_IDs.	collected	NA	NA	NA
1909	3	11	1909	3	11	3358	Albatross	Albatross	Kent_10/26/2018	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	150663	49	NA	41-54	Gerres_oblongus	Canmahala_Bay	Can	CanB	13.2195058	123.041741	to_collect	3	NA	KEC_confirmed_IDs_on_10/26/2022	to_collect	0	NA	NA
2023	6	2	2023	6	2	45079	Contemporary	KEC_AB	NA	ODU	NA	NA	NA	1	DESS	NA	BAI-2023-01_05	BAI-2023-01_05	49	NA	NA	Gerres_oyena	Bais, Negros Or.	NA	NA	NA	NA	collected	NA	NA	NA	NA	NA	NA	NA
2022	1	28	2022	1	29	1/28-29/2022	Contemporary	Abner	NA	ODU	NA	NA	NA	1	DESS	Connectivity	Sam_01_2022_07	Sam-2022-01_07	8	NA	NA	Gerres_oyena	Catbalogan	Cat	Connectivity	11.7734659	124.879118	pending	NA	NA	Pier_1_Fish_Market,_lat:11.773044,_long:124.879242	NA	Connectivity	NA	NA
1908	5	16	1908	5	16	3059	Albatross	Albatross	Kent_Jem_on_03/21/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	183327	17	NA	59-138_most_larger	Gerres_oyena	Davao	Dav	Dava	7.0791955	125.633671	to_collect	2	Kyra	Confirmed_IDs.	to_collect	NA	NA	NA
2021	12	15	2021	12	15	44545	Contemporary	Abner	NA	NA	NA	NA	NA	1	DESS	Connectivity	Jol_05_01	Jol-2021-05_01	51	NA	NA	Gerres_oyena	Jolo	Jol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2019	6	21	2019	6	21	43637	Contemporary	Abner_Jem_John_Rene	Abner_Jem_John_Rene	ODU	Check_refrigerator	NA	NA	1	EtOH	PIRE	Cam-2019-09_(012)	Cam-2019-009_012	1	NA	NA	Gerres_oyena	Liboro_Market	Rag	RagR	NA	NA	pending	0	NA	low_numbers.don't_subsample_	NA	NA	NA	NA
2022	8	11	2022	8	11	44784	Contemporary	Abner_Eric	Abner_Eric	ODU	NA	NA	NA	1	DESS	Connectivity	PAL-2022_04_03	PAL-2022_04_03	8	NA	NA	Gerres_oyena	Malampaya, Palawan	Mal	Mala	NA	NA	to_collect_more	NA	NA	collected by fishermen of Pancol	to_collect_more	NA	NA	NA
1908	12	1	1908	12	1	3258	Albatross	Albatross	Kent_Jem_on_03/21/22	ODU	NA	NA	NA	NA	EtOH	PIRE	NA	183330	23	NA	48-115	Gerres_oyena	Malcochin_Harbor	Lin	Lina	11.4906669	119.828165	to_collect	1	Kyra	Confirmed_IDs.	to_collect	0	NA	NA
