sequencing_batch_id	species_code	era	site_id	match_id	collection_year_start	sequencing_type	#_of_individuals	seq_run_number	seq_complete?	hpc_name	hpc_path	read_length	project_owner	data_uploaded_by	geome_expedition_name	geome_expedition_guid	ncbi_bioproject_accession_number	ncbi_biosample_accession_number	ncbi_project_title	ncbi_data_public?	sequencing_notes	bioinformatics_notes
Goy_APnd_1908_LCWGS_2	Goy	Albatross	Pnd	Pand	1908	LCWGS	7	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_gerres_oyena_lcwgs/2nd_sequencing_run	PE_150	John_Whalen	Gianna_Mazzei	Goy_1908_Calape_Bohol_lcwgs	https://n2t.net/ark:/21547/FvH2	PRJNA1193122	NA	Gerres_oyena_1908_Calape_Bohol_lcwgs	No	Albatross_separated_into_two_expeditions_since_individuals_(001-054)_and_(055-067)_differed_by_year_and_municipality.SiteID_Pnd_on_Wahab	NA
Goy_CPnd_2021_LCWGS_1	Goy	Contemporary	Pnd	Pand	2021	LCWGS	64	1	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_gerres_oyena_lcwgs/1st_sequencing_run	PE_150	John_Whalen	Gianna_Mazzei	Goy_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/FvN2	PRJNA1193268	NA	Gerres_oyena_2021_Getafe_Bohol_lcwgs	No	NA	NA
Goy_CPnd_2021_LCWGS_2	Goy	Contemporary	Pnd	Pand	2021	LCWGS	48	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_gerres_oyena_lcwgs/2nd_sequencing_run	PE_150	John_Whalen	Gianna_Mazzei	Goy_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/FvN2	PRJNA1193268	NA	Gerres_oyena_2021_Getafe_Bohol_lcwgs	No	NA	NA
Goy_CPas_2019_SSL_1	Goy	Contemporary	Pas	RagR	2019	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/gerres_oyena	PE_150	John_Whalen	NA	Goy_2019_Pasacao_Luzon_ssl	NA	NA	NA	NA	NA	NA	NA
Hmi_ABas_1909_CSSL_1	Hmi	Albatross	Bas	Daet	1909	CSSL	43	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus	PE_150	Brendan_Reid	Gianna_Mazzei	Hmi_1909_Mercedes_Camarines-Norte_cssl	https://n2t.net/ark:/21547/Fvt2	PRJNA1197750	NA	Halichoeres_miniatus_1909_Mercedes_Camarines-Norte_CaptureSeq	No	"low_coverage,_in_the_queue_for_more_sequencing_as_of_12/20/2023_(René_and_Brendan)"	NA
Hmi_AMac_1909_CSSL_1	Hmi	Albatross	Mac	Daet	1909	CSSL	49	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus	PE_150	Brendan_Reid	Gianna_Mazzei	Hmi_1909_Paracale_Camarines-Norte_cssl	https://n2t.net/ark:/21547/Fvz2	PRJNA1197752	NA	Halichoeres_miniatus_1909_Paracale_Camarines-Norte_CaptureSeq	No	"low_coverage,_in_the_queue_for_more_sequencing_as_of_12/20/2023_(René_and_Brendan)"	NA
Hmi_CBas_2019_CSSL_1	Hmi	Contemporary	Bas	Daet	2019	CSSL	47	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus	PE_150	Brendan_Reid	Gianna_Mazzei	Hmi_2019_Mercedes_Camarines-Norte_cssl	https://n2t.net/ark:/21547/FwF2	PRJNA1197495	NA	Halichoeres_miniatus_2019_Mercedes_Camarines-Norte_CaptureSeq	No	"low_coverage,_in_the_queue_for_more_sequencing_as_of_12/20/2023_(René_and_Brendan)"	NA
Hmi_CBas_2019_CSSL_2	Hmi	Contemporary	Bas	Daet	2019	CSSL	47	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_halichoeres_miniatus_cssl/2nd_sequencing_run	PE_150	Brendan_Reid	Gianna_Mazzei	Hmi_2019_Mercedes_Camarines-Norte_cssl	https://n2t.net/ark:/21547/FwF2	PRJNA1197495	NA	Halichoeres_miniatus_2019_Mercedes_Camarines-Norte_CaptureSeq	No	NA	NA
Hmi_CPar_2019_CSSL_1	Hmi	Contemporary	Par	Daet	2019	CSSL	48	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/halichoeres_miniatus	PE_150	Brendan_Reid	Gianna_Mazzei	Hmi_2019_Paracale_Camarines-Norte_cssl	https://n2t.net/ark:/21547/FwL2	PRJNA1197494	NA	Halichoeres_miniatus_2019_Paracale_Camarines-Norte_CaptureSeq	No	"low_coverage,_in_the_queue_for_more_sequencing_as_of_12/20/2023_(René_and_Brendan)"	NA
Hmi_CPar_2019_CSSL_2	Hmi	Contemporary	Par	Daet	2019	CSSL	48	2	Yes	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_halichoeres_miniatus_cssl/2nd_sequencing_run	PE_150	Brendan_Reid	Gianna_Mazzei	Hmi_2019_Paracale_Camarines-Norte_cssl	https://n2t.net/ark:/21547/FwL2	PRJNA1197494	NA	Halichoeres_miniatus_2019_Paracale_Camarines-Norte_CaptureSeq	No	NA	NA
Hmi_CPar_2019_SSL_1	Hmi	Contemporary	Par	Daet	2019	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/halichoeres_miniatus	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hqu_CNas_2018_SSL_1	Hqu	Contemporary	Nas	Nasu	2018	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/herklotsichthys_quadrimaculatus	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hte_ATic_1908_CSSL_1	Hte	Albatross	Tic	MatB	1908	CSSL	54	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/hypoatherina_temminckii	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	"Per_lot_sheet,_this_appears_to_be_a_mix_of_H._temminckii_and_H._panatela_(M._Pinsky_2023-11-14)"	NA
Hte_ABur_1908_LCWGS_1	Hte	Albatross	Bur	CanB	1908	LCWGS	95	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_1908_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/Gbq2	PRJNA1337496	NA	Hypoatherina_temminckii_1908_SanPascual_Masbate_lcwgs	NA	NA	NA
Hte_ABur_1908_LCWGS_2	Hte	Albatross	Bur	CanB	1908	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_1908_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/Gbq2	PRJNA1337496	NA	Hypoatherina_temminckii_1908_SanPascual_Masbate_lcwgs	NA	NA	NA
Hte_AJol_1908_LCWGS_1	Hte	Albatross	Jol	Jolo	1908	LCWGS	96	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_1908_Jolo_Sulu_lcwgs	https://n2t.net/ark:/21547/Gbw2	PRJNA1337494	NA	Hypoatherina_temminckii_1908_Jolo_Sulu_lcwgs	NA	NA	NA
Hte_AJol_1908_LCWGS_2	Hte	Albatross	Jol	Jolo	1908	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_1908_Jolo_Sulu_lcwgs	https://n2t.net/ark:/21547/Gbw2	PRJNA1337494	NA	Hypoatherina_temminckii_1908_Jolo_Sulu_lcwgs	NA	NA	NA
Hte_AMvi_1908_LCWGS_1	Hte	Albatross	Mvi	Masi	1908	LCWGS	57	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_1908_Masinloc_Zambales_lcwgs	https://n2t.net/ark:/21547/Gbe2	PRJNA1337495	NA	Hypoatherina_temminckii_1908_Masinloc_Zambales_lcwgs	NA	NA	NA
Hte_AMvi_1908_LCWGS_2	Hte	Albatross	Mvi	Masi	1908	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_1908_Masinloc_Zambales_lcwgs	https://n2t.net/ark:/21547/Gbe2	PRJNA1337495	NA	Hypoatherina_temminckii_1908_Masinloc_Zambales_lcwgs	NA	NA	NA
Hte_APnd_1909_LCWGS_1	Hte	Albatross	Pnd	Pand	1909	LCWGS	32	1	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Hte_1909_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GcC2	PRJNA1337498	NA	Hypoatherina_temminckii_1909_Getafe_Bohol_lcwgs	NA	NA	NA
Hte_APnd_1909_LCWGS_2	Hte	Albatross	Pnd	Pand	1909	LCWGS	32	2	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Hte_1909_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GcC2	PRJNA1337498	NA	Hypoatherina_temminckii_1909_Getafe_Bohol_lcwgs	NA	NA	NA
Hte_ATaw_1908_LCWGS_1	Hte	Albatross	Taw	Tawi	1908	LCWGS	78	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_1908_Bongao_Tawitawi_lcwgs	https://n2t.net/ark:/21547/Gbk2	PRJNA1337492	NA	"Hypoatherina_temminckii_1908_Bongao_Tawi-tawi_lcwgs,"	NA	NA	NA
Hte_ATaw_1908_LCWGS_2	Hte	Albatross	Taw	Tawi	1908	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_1908_Bongao_Tawitawi_lcwgs	https://n2t.net/ark:/21547/Gbk2	PRJNA1337492	NA	"Hypoatherina_temminckii_1908_Bongao_Tawi-tawi_lcwgs,"	NA	NA	NA
Hte_ATic_1908_LCWGS_1	Hte	Albatross	Tic	MatB	1908	LCWGS	82	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_1908_Bulan_Sorsogon_lcwgs	https://n2t.net/ark:/21547/GbS2	PRJNA1337493	NA	Hypoatherina_temminckii_1908_Bulan_Sorsogon_lcwgs	NA	NA	NA
Hte_CBur_2022_LCWGS_1	Hte	Contemporary	Bur	CanB	2022	LCWGS	64	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_2022_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/Gch2	PRJNA1337504	NA	Hypoatherina_temminckii_2022_SanPascual_Masbate_lcwgs	NA	NA	NA
Hte_CBur_2022_LCWGS_2	Hte	Contemporary	Bur	CanB	2022	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_2022_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/Gch2	PRJNA1337504	NA	Hypoatherina_temminckii_2022_SanPascual_Masbate_lcwgs	NA	NA	NA
Hte_CJol_2021_LCWGS_1	Hte	Contemporary	Jol	Jolo	2021	LCWGS	64	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_2021_PanglimaEstino_Sulu_lcwgs	https://n2t.net/ark:/21547/Gcn2	PRJNA1337503	NA	Hypoatherina_temminckii_2021_PanglimaEstino_Sulu_lcwgs	NA	NA	NA
Hte_CJol_2021_LCWGS_2	Hte	Contemporary	Jol	Jolo	2021	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_2021_PanglimaEstino_Sulu_lcwgs	https://n2t.net/ark:/21547/Gcn2	PRJNA1337503	NA	Hypoatherina_temminckii_2021_PanglimaEstino_Sulu_lcwgs	NA	NA	NA
Hte_CMvi_2019_LCWGS_1	Hte	Contemporary	Mvi	Masi	2019	LCWGS	58	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_2019_Palaulg_Zambales_lcwgs	https://n2t.net/ark:/21547/GcP2	PRJNA1337500	NA	Hypoatherina_temminckii_2019_Palaulg_Zambales_lcwgs	NA	NA	NA
Hte_CMvi_2019_LCWGS_2	Hte	Contemporary	Mvi	Masi	2019	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_2019_Palaulg_Zambales_lcwgs	https://n2t.net/ark:/21547/GcP2	PRJNA1337500	NA	Hypoatherina_temminckii_2019_Palaulg_Zambales_lcwgs	NA	NA	NA
Hte_CPnd_2021_LCWGS_1	Hte	Contemporary	Pnd	Pand	2021	LCWGS	64	1	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/1st_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Hte_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/Gcb2	PRJNA1337502	NA	Hypoatherina_temminckii_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Hte_CPnd_2021_LCWGS_2	Hte	Contemporary	Pnd	Pand	2021	LCWGS	48	2	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Hte_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/Gcb2	PRJNA1337502	NA	Hypoatherina_temminckii_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Hte_CTaw_2021_LCWGS_1	Hte	Contemporary	Taw	Tawi	2021	LCWGS	64	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_2021_Bongao_Tawitawi_lcwgs	https://n2t.net/ark:/21547/GcV2	PRJNA1337501	NA	Hypoatherina_temminckii_2021_Bongao_Tawi-tawi_lcwgs	NA	NA	NA
Hte_CTaw_2021_LCWGS_2	Hte	Contemporary	Taw	Tawi	2021	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_hypoatherina_temminckii_lcwgs/2nd_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_2021_Bongao_Tawitawi_lcwgs	https://n2t.net/ark:/21547/GcV2	PRJNA1337501	NA	Hypoatherina_temminckii_2021_Bongao_Tawi-tawi_lcwgs	NA	NA	NA
Hte_CTic_2017_LCWGS_1	Hte	Contemporary	Tic	MatB	2017	LCWGS	63	1	No	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_lcwgs_data_processing/hypoatherina_temminckii/1st_sequencing_run	PE_150	Brendan_Reid	Jason Selwyn	Hte_2017_Bulan_Sorsogon_lcwgs	https://n2t.net/ark:/21547/GcI2	PRJNA1337499	NA	Hypoatherina_temminckii_2017_Bulan_Sorsogon_lcwgs	NA	NA	NA
Hte_CTic_2017_SSL_1	Hte	Contemporary	Tic	MatB	2017	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/hypoatherina_temminckii	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	Directory_only_has_probe_design	NA
Sob-CKal_015	Hte	Contemporary	NA	NA	NA	SSL	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	PRJNA1052058	SAMN39830503	NA	No	denovo genome assembly	NA
Sob-CKal_019	Hte	Contemporary	NA	NA	NA	SSL	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	PRJNA1052058	SAMN39830503	NA	No	denovo genome assembly	NA
Leq_ABas_1909_CSSL_1	Leq	Albatross	Bas	SMig	1909	CSSL	52	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/1st_sequencing_run	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leq_ABas_1909_CSSL_2	Leq	Albatross	Bas	SMig	1909	CSSL	46	2	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/2nd_sequencing_run	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leq_CMig_2017_CSSL_1	Leq	Contemporary	Mig	SMig	2017	CSSL	62	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/1st_sequencing_run	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leq_CMig_2017_CSSL_2	Leq	Contemporary	Mig	SMig	2017	CSSL	6	2	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_equula/2nd_sequencing_run	PE_150	Brendan_Reid	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lle_AHam_1908_CSSL_1	Lle	Albatross	Ham	HamC	1908	CSSL	32	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus	PE_150	Rene_Clark	Kyra_Fitz	Ela_1908_Nasugbu_Batangas	https://n2t.net/ark:/21547/FMR2	PRJNA998845	NA	Equulites_laterofenestra_1908_Nasugbu_Batangas_CaptureSeq	No	"Originally_identified_as_Leiognathus_leuciscus,_later_identification_corrected_to_Equulites_laterofenestra._Likely_has_both_species."	NA
Lle_CNas_2018_CSSL_1	Lle	Contemporary	Nas	HamC	2018	CSSL	96	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/leiognathus_leuciscus	PE_150	Rene_Clark	Kyra_Fitz	Ela_2018_Nasugbu_Batangas	https://n2t.net/ark:/21547/FMX2	PRJNA999299	NA	Equulites_laterofenestra_2018_Nasugbu_Batangas_CaptureSeq	No	"Originally_identified_as_Leiognathus_leuciscus,_later_identification_corrected_to_Equulites_laterofenestra"	NA
Lle-CNas_054	Lle	Contemporary	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PRJNA1073454	SRR29777845	NA	No	denovo genome assembly	NA
Lva_APnd_1909_LCWGS_1	Lva	Albatross	Pnd	Pand	1909	LCWGS	47	1	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_lethrinus_variegatus_lcwgs/1st_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Lva_1909_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GbF2	PRJNA1337420	NA	Lethrinus_variegatus_1909_Getafe_Bohol_lcwgs	NA	NA	NA
Lva_APnd_1909_LCWGS_2	Lva	Albatross	Pnd	Pand	1909	LCWGS	47	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_lethrinus_variegatus_lcwgs/2nd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Lva_1909_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GbF2	PRJNA1337420	NA	Lethrinus_variegatus_1909_Getafe_Bohol_lcwgs	NA	NA	NA
Lva_APnd_1909_LCWGS_3	Lva	Albatross	Pnd	Pand	1909	LCWGS	47	3	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_lethrinus_variegatus_lcwgs/3rd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Lva_1909_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GbF2	PRJNA1337420	NA	Lethrinus_variegatus_1909_Getafe_Bohol_lcwgs	NA	NA	NA
Lva_CPnd_2021_LCWGS_1	Lva	Contemporary	Pnd	Pand	2021	LCWGS	48	1	No	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_lethrinus_variegatus_lcwgs/1st_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Lva_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GbL2	PRJNA1337175	NA	Lethrinus_variegatus_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Lva_CPnd_2021_LCWGS_2	Lva	Contemporary	Pnd	Pand	2021	LCWGS	48	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_lethrinus_variegatus_lcwgs/2nd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Lva_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GbL2	PRJNA1337175	NA	Lethrinus_variegatus_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Lva_CPnd_2021_LCWGS_3	Lva	Contemporary	Pnd	Pand	2021	LCWGS	48	3	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_lethrinus_variegatus_lcwgs/3rd_sequencing_run	PE_150	John_Whalen	Jason Selwyn	Lva_2021_Getafe_Bohol_lcwgs	https://n2t.net/ark:/21547/GbL2	PRJNA1337175	NA	Lethrinus_variegatus_2021_Getafe_Bohol_lcwgs	NA	NA	NA
Lva_CPnd_2021_SSL_1	Lva	Contemporary	Pnd	Pand	2021	SSL	1	1	Yes	wahab.hpc.odu.edu	/home/e1garcia/shotgun_PIRE/pire_ssl_data_processing/lethrinus_variegatus	PE_150	John_Whalen	NA	Lva_2021_PandanonIsland_Bohol_ssl	NA	NA	NA	NA	NA	NA	NA
Och_ACan_1909_LCWGS_3	Och	Albatross	Can	CanB	1909	LCWGS	24	3	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Och_1909_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/Gaz2	PRJNA1337169	NA	Ostorhinchus_chrysopomus_1909_SanPascual_Masbate_lcwgs	NA	NA	NA
Och_ACan_1909_LCWGS_4	Och	Albatross	Can	CanB	1909	LCWGS	24	4	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Och_1909_SanPascual_Masbate_lcwgs	https://n2t.net/ark:/21547/Gaz2	PRJNA1337169	NA	Ostorhinchus_chrysopomus_1909_SanPascual_Masbate_lcwgs	NA	NA	NA
Och_ACat_1908_LCWGS_1	Och	Albatross	Cat	Catb	1908	LCWGS	46	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/1st_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Och_1908_Catbalogan_Samar_lcwgs	https://n2t.net/ark:/21547/Gat2	PRJNA1347927	NA	Ostorhinchus_chrysopomus_1908_Catbalogan_Samar_lcwgs	NA	NA	NA
Och_ACat_1908_LCWGS_2	Och	Albatross	Cat	Catb	1908	LCWGS	46	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Och_1908_Catbalogan_Samar_lcwgs	https://n2t.net/ark:/21547/Gat2	PRJNA1347927	NA	Ostorhinchus_chrysopomus_1908_Catbalogan_Samar_lcwgs	NA	NA	NA
Och_ACat_1908_LCWGS_4	Och	Albatross	Cat	Catb	1908	LCWGS	41	4	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Och_1908_Catbalogan_Samar_lcwgs	https://n2t.net/ark:/21547/Gat2	PRJNA1347927	NA	Ostorhinchus_chrysopomus_1908_Catbalogan_Samar_lcwgs	NA	NA	NA
Och_ATum_1908_LCWGS_1	Och	Albatross	Tum	Tumi	1908	LCWGS	37	1	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/1st_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Och_1908_Sitangkai_Tawitawi_lcwgs	https://n2t.net/ark:/21547/Gah2	PRJNA1347863	NA	Ostorhinchus_chrysopomus_1908_Sitangkai_Tawitawi_lcwgs	NA	NA	NA
Och_ATum_1908_LCWGS_2	Och	Albatross	Tum	Tumi	1908	LCWGS	37	2	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/2nd_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Och_1908_Sitangkai_Tawitawi_lcwgs	https://n2t.net/ark:/21547/Gah2	PRJNA1347863	NA	Ostorhinchus_chrysopomus_1908_Sitangkai_Tawitawi_lcwgs	NA	NA	NA
Och_ATum_1908_LCWGS_4	Och	Albatross	Tum	Tumi	1908	LCWGS	36	4	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run	PE_150	up_for_grabs	Jason Selwyn	Och_1908_Sitangkai_Tawitawi_lcwgs	https://n2t.net/ark:/21547/Gah2	PRJNA1347863	NA	Ostorhinchus_chrysopomus_1908_Sitangkai_Tawitawi_lcwgs	NA	NA	NA
Och_CBur_2022_LCWGS_3	Och	Contemporary	Bur	CanB	2022	LCWGS	64	3	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/3rd_sequencing_run	PE_150	up_for_grabs	NA	NA	NA	NA	NA	NA	NA	NA	NA
Och_CBur_2022_LCWGS_4	Och	Contemporary	Bur	CanB	2022	LCWGS	48	4	NA	wahab.hpc.odu.edu	/archive/carpenterlab/pire/pire_ostorhinchus_chrysopomus_lcwgs/4th_sequencing_run	PE_150	up_for_grabs	NA	NA	NA	NA	NA	NA	NA	NA	NA
